epoch,lr,loss,iou,val_loss,val_iou
0,0.0001,1.2089514937894097,0.03102489177311427,1.1869845520548459,1.3719591928770851e-09
1,0.0001,1.1538940544786125,0.06988646845169316,1.1522849046883463,1.3719591928770851e-09
2,0.0001,1.1377309437455803,0.10989174891702143,1.1386600732803345,0.011593966884150372
3,0.0001,1.128172414056186,0.12553792785634044,1.1347174103520496,0.143944553854731
4,0.0001,1.117829022736385,0.14113385965865363,1.1312985710737085,0.1432644101765688
5,0.0001,1.1144961365338029,0.1442366313021395,1.1271336940156311,0.12643613675571824
6,0.0001,1.103425227362534,0.15474569022838924,1.1103020074988614,0.16854642337382997
7,0.0001,1.0957035853944976,0.1617484099518486,1.102035759877758,0.16692961736397657
8,0.0001,1.0892488380958294,0.16725113677095638,1.0881277663367135,0.18449861487819075
9,0.0001,1.0816950633608062,0.17623401832624952,1.083818474737536,0.19925172996324164
10,0.0001,1.0748378079513023,0.18550021335588698,1.0830819616798593,0.18905993681642386
11,0.0001,1.0680226251996796,0.19540926466607356,1.0710120712007796,0.19177834421608092
12,0.0001,1.0620264637059178,0.19856460571913942,1.0650641236986433,0.19304038103108875
13,0.0001,1.056197713161337,0.20238235360903,1.062677753071825,0.19700179068979312
14,0.0001,1.0510906844303525,0.20018407400928662,1.063944332739886,0.19643255908400303
15,0.0001,1.0426648731889396,0.22020872224404464,1.0522447814460563,0.20073693320828004
16,0.0001,1.037867044580394,0.21745816496338538,1.034220496145617,0.1999756533469951
17,0.0001,1.0320610917847732,0.22131554722093255,1.036483516212271,0.22972323696511038
18,0.0001,1.025241259870858,0.23139024148910356,1.0420875439122945,0.18630969482517173
19,0.0001,1.0195307197241947,0.23320797468407414,1.0264496823318867,0.22125667944071098
20,0.0001,1.0140574841663754,0.2390831457161859,1.0242266063930607,0.20944014695403393
21,0.0001,1.0063203552673603,0.24855527056662063,1.0180060352597917,0.19113582663003392
22,0.0001,1.0008697982492119,0.24507251319880202,1.0140764072161763,0.2446553745878603
23,0.0001,0.9927889704704285,0.25885208449173175,1.014258990768625,0.2063086950021013
24,0.0001,0.9881410434328276,0.25658945957333523,0.9859106069853326,0.2307851281085909
25,0.0001,0.980483499066583,0.26713342516406996,0.9968709785397313,0.2404232191853412
26,0.0001,0.973686947904784,0.273555973792371,1.0005538403487004,0.21790422366235038
27,0.0001,0.9689286268990616,0.2694561931550496,0.9742920924635494,0.23708608271469306
28,0.0001,0.9619171454988676,0.2763352984460634,0.9690776031558254,0.21609020568489914
29,0.0001,0.9549703392489203,0.28125937966148973,0.9722987072808402,0.22586709963866686
30,0.0001,0.9491875603281218,0.2828405208795791,0.9444864417324547,0.22597288644939345
31,0.0001,0.9410015426833054,0.29273763146536835,0.9453955763528327,0.23668467853872888
32,0.0001,0.9361780779115085,0.2868874937649549,0.9535632609319287,0.2480479563631998
33,0.0001,0.9291132894055597,0.2916413253286868,0.9640027985853308,0.2221529481239744
34,0.0001,0.9236952128081486,0.2924195971189423,0.9449765346631283,0.21217736001024542
35,0.0001,0.9146739552760946,0.3034625885120614,0.9227369057030237,0.2301638574411108
36,0.0001,0.9069288455206772,0.30270201608716263,0.9648270972636568,0.25607367228966066
37,0.0001,0.8989933585298473,0.3103300591614023,0.9116244927173903,0.2530154378352144
38,0.0001,0.8889459371566772,0.32198844986504727,0.8551827218352246,0.258239034194364
39,0.0001,0.8843965592055485,0.3182162376570763,0.9341895690485209,0.23899652465905089
40,0.0001,0.8776764335303471,0.3173326405625408,0.9090180862851504,0.24669517619456435
41,0.0001,0.870694768839869,0.3204910452982598,0.9224308318450671,0.2408053952505436
42,0.0001,0.8654364737971075,0.3238252182849574,0.8908135339993388,0.240123845034115
43,0.0001,0.8583885184649763,0.32021916125414723,0.8602710321169942,0.22897664216476457
44,0.0001,0.8481727448003046,0.3316902036703468,0.8931933751627177,0.26091344828719104
45,0.0001,0.8409661938404215,0.33639078923203813,0.8504444380768207,0.23706536955884921
46,0.0001,0.8314934311241939,0.3460282712830832,0.8600869679651341,0.2592547507741575
47,0.0001,0.8216448508459946,0.3525111029289891,0.8974992197100856,0.23219905193917906
48,0.0001,0.81691182070765,0.35642680178437774,0.8747259438538751,0.2440350568190792
49,0.0001,0.8087911215321771,0.3594488136266095,0.8651335114190558,0.2696341972663056
50,0.0001,0.7984792857334532,0.3602666023298908,0.823654553970369,0.2487086436391617
51,0.0001,0.7918799170132341,0.3741692846702019,0.838753221415672,0.26085763042668747
52,0.0001,0.7871957647389379,0.36089608573950593,0.836308981691088,0.2715804933362704
53,0.0001,0.7809126520978993,0.36038458392587774,0.8508038235311749,0.26330071584868375
54,0.0001,0.7690520656519922,0.3814268098979698,0.8388794355031823,0.2622401993361834
55,0.0001,0.765611181999075,0.37578437498990314,0.8334020366187856,0.25651079925957276
56,0.0001,0.7563039393260561,0.37540065659088306,0.8087357232550613,0.276579961056748
57,0.0001,0.7489833030207403,0.37759800119888626,0.7902505222488853,0.26351655636678695
58,0.0001,0.740555095261541,0.38704285102693786,0.7983313413227305,0.2772960671476066
59,0.0001,0.7324811179062416,0.39245915170671897,0.7999862722989892,0.2542575379480776
60,0.0001,0.7189082996598606,0.41202353639682565,0.8581575190319735,0.26457592932352303
61,0.0001,0.7196793021826908,0.39960960557614394,0.787997779225101,0.2783573987665619
62,0.0001,0.7051710938585216,0.4101758160103203,0.771635666614821,0.271633782778975
63,0.0001,0.7012276505601818,0.41513869434402695,0.7243613866196961,0.3022376556883786
64,0.0001,0.6879175942519615,0.42715574060740136,0.7538070638640588,0.2816316090480197
65,0.0001,0.6860460885639849,0.4258660374308082,0.7632515816127553,0.2796954630583467
66,0.0001,0.6806673345894649,0.4303641767529414,0.7589471630689477,0.2646998880040683
67,0.0001,0.6725859415942225,0.42375019451167967,0.819356533158727,0.27237635638902585
68,0.0001,0.6613855341385151,0.44084968518556694,0.7589625736244586,0.28310036225766916
69,0.0001,0.6576811301297155,0.43821648738580177,0.7320731963430133,0.2890625248293183
70,0.0001,0.6576361717848942,0.42707229122710955,0.7473543030875069,0.27762033748460163
71,0.0001,0.6466311278014347,0.447143097510719,0.7576145675002026,0.2528883500063772
72,0.0001,0.6353634143697804,0.45858868069148195,0.7305006369823167,0.28613837399826747
73,0.0001,0.6320146178377086,0.45303023649779495,0.7453422285929447,0.27407977594903454
74,0.0001,0.6280970655638596,0.4520300135405293,0.7220476925873957,0.26702559858373337
75,0.0001,0.6180169911220156,0.4609813947144471,0.7422521369797843,0.27682211408208196
76,0.0001,0.6128409422677139,0.4632233282413146,0.7707621435157391,0.28433855117636714
77,0.0001,0.59977663385457,0.47986346751393627,0.7607521219413822,0.2679512406731972
78,0.0001,0.5961465691698009,0.4691461384914336,0.7384732425713739,0.2687205519575837
79,0.0001,0.5872959062970918,0.48134772108650026,0.7122069787578422,0.28622787047712683
80,0.0001,0.5824907134319174,0.48892551150825453,0.7493097005771989,0.26679510715917104
81,0.0001,0.5768973909575363,0.4859377812166302,0.7252413655529503,0.2771635345288048
82,0.0001,0.574305275390888,0.48503247862815047,0.714447393136866,0.2892796325472519
83,0.0001,0.5645027859457608,0.4958575017750189,0.7178955604048336,0.2964831340196974
84,0.0001,0.5605970004509235,0.4874331341169812,0.7337510500635419,0.2723663917076729
85,0.0001,0.5493049179685527,0.5019345410494089,0.6999527721845803,0.28231142553770744
86,0.0001,0.5456221453074751,0.5077195470648761,0.6990922709473041,0.2815928589070667
87,0.0001,0.536716423157988,0.5175713656985477,0.7126064140255711,0.2792381972049728
88,0.0001,0.5390798418686308,0.5074943796671533,0.7129577984329031,0.27466189380878164
89,0.0001,0.5274530669738506,0.5197412162834506,0.7023406093861876,0.2725010226459597
90,0.0001,0.5266632396599342,0.5114490247119121,0.7000966352574965,0.28650626015600517
91,0.0001,0.5179690307584303,0.5233454320833715,0.7092963452098751,0.2637667289956642
92,0.0001,0.5109587712534542,0.5242032372736898,0.6860018347491738,0.28289937115723374
93,0.0001,0.5087198594520832,0.5180551179359834,0.7093311989006876,0.2802843442705486
94,0.0001,0.5029670668059382,0.530958504998739,0.7056821850167603,0.27915088572880553
95,0.0001,0.49774624561441355,0.5305042019689707,0.6996912725833284,0.2835604975037118
96,0.0001,0.4938419574293597,0.5337211634897964,0.6970496418095437,0.2548994683161598
97,0.0001,0.48948769219990435,0.5397769734534263,0.6907955207744566,0.2808664247745135
98,0.0001,0.48480065526633426,0.5426512563397023,0.701762491414527,0.28121938602405383
99,0.0001,0.4862867480721967,0.533747729784097,0.6830392870582452,0.2744656083261647
100,0.0001,0.4797514471514472,0.5324504101602203,0.7146414508338735,0.26725295904065477
101,0.0001,0.46804480717099944,0.5508750862465749,0.6917422398799608,0.2797154095839147
102,0.0001,0.471508474185549,0.5468172981585676,0.6937113018596873,0.27807033153531735
103,0.0001,0.4657555458874538,0.5554783528720185,0.6919361518210724,0.2771047376115981
104,0.0001,0.4545246270196191,0.5626701118106688,0.6780041406134597,0.2848849541112533
105,0.0001,0.4458592451851943,0.5722454023837308,0.673207105207844,0.2920579424557827
106,0.0001,0.44944323650721846,0.5688391692635191,0.6878925171219,0.27846502577292553
107,0.0001,0.44748592273942356,0.5682952359033403,0.6857807506032351,0.28505568750435767
108,0.0001,0.43733984129182224,0.5730049208698127,0.6851537943888111,0.28764842590980993
109,0.0001,0.4386672953079487,0.567713280285299,0.6758520528048026,0.2906132485380382
110,0.0001,0.433272052427818,0.5709893898572814,0.7008794966865989,0.27885829802076295
111,0.0001,0.4355604658866751,0.5624221682741591,0.6720665968766734,0.28422520036731524
112,0.0001,0.4241445064544678,0.5681607826193609,0.6698191726908964,0.28953331641314123
113,0.0001,0.4266611265725103,0.5706694668669784,0.6869869162054623,0.274991691100433
114,0.0001,0.4214207663618285,0.5795917723240734,0.665103831211058,0.29729750608047395
115,0.0001,0.4104596098949169,0.5915951351556158,0.6724138014456805,0.2869263194562868
116,0.0001,0.4101966640044903,0.5917811238178563,0.6680175071003056,0.29622194308603794
117,0.0001,0.40405359967001553,0.5883520537328915,0.6788604550001001,0.2796431103962791
118,0.0001,0.40215541782050296,0.596186100454824,0.6848335641772807,0.27618859079037467
119,0.0001,0.3996310532093048,0.596278093417447,0.665641266257823,0.2941503266398985
120,0.0001,0.399217380531903,0.5960059337854193,0.6724891812861467,0.28323497467050535
121,0.0001,0.39883238179930325,0.5927568193850014,0.6698774975888869,0.29209410702485633
122,0.0001,0.39396336058090475,0.6029759964842619,0.6762692973393352,0.28150848490081365
123,0.0001,0.38841001226984223,0.6065966163259789,0.6613007638634754,0.28419859169554534
124,0.0001,0.3871987893663604,0.6033020778753195,0.6848927350605235,0.2753973055928405
125,0.0001,0.3938871848172155,0.5980193199244707,0.6938194296941036,0.2689195699658355
126,0.0001,0.38183911812716514,0.607971751459715,0.662628092184788,0.2926013249573933
127,0.0001,0.36841594864582194,0.6235587167167039,0.6756995711006036,0.2643673851022985
128,0.0001,0.3761283005106038,0.6085113487551821,0.6899548438416809,0.2738803258793943
129,0.0001,0.3752764144848133,0.6094649011641217,0.6603259238876215,0.2855563087679986
130,0.0001,0.3667113246588871,0.6174386441041332,0.6686359168100757,0.27250568433406547
131,0.0001,0.3652064687219159,0.6214332263503636,0.6857097980355015,0.2615138679721415
132,0.0001,0.3541072966723606,0.6270876009756389,0.6829538575741423,0.27309402501607816
133,0.0001,0.35986058362599077,0.6247656545205206,0.6851693416843895,0.2669911885355957
134,0.0001,0.3560160706783163,0.629642812574122,0.6656898485512293,0.2802351764831378
135,0.0001,0.36001883909620086,0.6240686441275528,0.6973176944155653,0.2601020509957548
136,0.0001,0.34732990223785926,0.6352869984063997,0.6632418507287482,0.2936679940462795
137,0.0001,0.3363841001329751,0.6459513450747714,0.6766006185227081,0.28173273925098447
138,0.0001,0.34820083400298807,0.6319619196893388,0.7023538706683311,0.256110378901958
139,0.0001,0.3469943270601075,0.6321312519952663,0.6902123699669077,0.2603228300925776
140,0.0001,0.34153243179979,0.6320979315699059,0.662604488745457,0.2859221986413478
141,0.0001,0.33584042869765185,0.6417764419698887,0.675685287022791,0.27484710886199776
142,0.0001,0.33276417440381545,0.6488871929504705,0.6665352282403898,0.2825826173392442
143,0.0001,0.3319302190994394,0.6447669507917234,0.6674077430693042,0.2864878963334579
144,0.0001,0.337126768868545,0.6409219194136629,0.6714187850471304,0.28207010534470633
145,0.0001,0.32824136676459476,0.6453562752753125,0.6760196981309843,0.2879695288201215
146,0.0001,0.32617395910723457,0.6479164762508092,0.6813410450430477,0.275206903116436
147,0.0001,0.3173897749391095,0.657704462662602,0.7017591245034162,0.2427729557169641
148,0.0001,0.32184201890024644,0.6573934833711255,0.6782502672251534,0.2657514715486757
149,0.0001,0.31847507789217194,0.6580849752995271,0.6733660763051329,0.26926668970666967
150,0.0001,0.3158762177516674,0.6668188797982741,0.6694483977405965,0.28489691788355026
151,0.0001,0.3181822505490533,0.6565009615210111,0.6791057356265413,0.2730956796389047
152,0.0001,0.3096676119442644,0.665207636952945,0.6732384121718527,0.2767492952301211
153,0.0001,0.3194581814881029,0.6601321730345109,0.6850952796575402,0.27287112988247025
154,0.0001,0.3128211806560385,0.6583419807695519,0.6727873773134055,0.27339056120093547
155,0.0001,0.30105574994251644,0.6669375075370675,0.6818707119516966,0.2715743651939377
156,0.0001,0.3003735079847533,0.6646651701324378,0.6837631779558518,0.27306689148652163
157,0.0001,0.3014814627581629,0.6691062562041532,0.6602163460074353,0.29930009074961844
158,0.0001,0.298899677293054,0.6703819444160813,0.6665860199126876,0.2852182511045511
159,0.0001,0.3066779015393093,0.6644680502677114,0.6721012752597072,0.27362843511714235
160,0.0001,0.2944328671899335,0.6784697619326154,0.6675609455389135,0.29486253778122196
161,0.0001,0.2921535136370823,0.6726828819603977,0.6727740654424459,0.28010512546537836
162,0.0001,0.29053352002439825,0.6758739501359126,0.6662044154495752,0.28476584058612553
163,0.0001,0.29168827677595205,0.6735888238637708,0.6789899207964665,0.26472279942940763
164,0.0001,0.2856859400354583,0.6843826189644229,0.6856868883140949,0.271528269505331
165,0.0001,0.28818024694919586,0.6797737845629345,0.679514467716217,0.27453801468230615
166,0.0001,0.2861121065657714,0.6779695937668507,0.6826331400069869,0.2717524437910881
167,0.0001,0.29055967310379294,0.6710118375082185,0.658335171827749,0.292009833917588
168,0.0001,0.2861686127966848,0.676345694942148,0.6899811956061035,0.2540625854564878
169,0.0001,0.28178469065962164,0.6853216591095779,0.6840861414660927,0.2765443706722279
170,0.0001,0.28833018500229407,0.6739155797785826,0.6723483029533835,0.27234983333614005
171,0.0001,0.2765860131074642,0.6877389563577287,0.663339154560025,0.284391634695759
172,0.0001,0.27108271779685184,0.6942089650249466,0.6694261291447807,0.28558676740268857
173,0.0001,0.2730830527585128,0.6931529209397728,0.6694298486749665,0.28119271352608494
174,0.0001,0.2733401943897379,0.6873819000612655,0.6718573389934892,0.2775725426767548
175,0.0001,0.27050062500197314,0.6962515618209261,0.6707174853116524,0.28510548751078424
176,0.0001,0.2725473143931093,0.6908633850005185,0.6657283456385636,0.2854491306081108
177,0.0001,0.2649563540672434,0.7091734107842932,0.6631525810025319,0.27696092160208124
178,0.0001,0.2648000439693188,0.6998693589848813,0.6756548946645079,0.28421778826353794
179,0.0001,0.26139862013274223,0.6979670704074069,0.6657494331608299,0.2910958564475829
180,0.0001,0.2651955855303797,0.7004384244315379,0.6723692201766647,0.2778038353530845
181,0.0001,0.26330741828885573,0.7064611588926708,0.6691424330743421,0.28550428247872506
182,0.0001,0.25999470877236336,0.6981278041474832,0.6606521280873724,0.2882217501095655
183,0.0001,0.2605269916098693,0.6989406197381854,0.6692213566363359,0.2763197689303889
184,0.0001,0.26141951361606863,0.7098988653762595,0.664397260721992,0.2910232881656716
185,0.0001,0.25910926070706597,0.7055594809167707,0.6830784272746879,0.27115425533429344
186,0.0001,0.2546182305648409,0.7024129971114651,0.6831307140718988,0.2736798113057372
187,0.0001,0.26472871005535126,0.6954133332864084,0.6728076083319527,0.2874066186337536
188,0.0001,0.25428491214226034,0.7061641303954251,0.6645688028896556,0.2935132202385385
189,0.0001,0.25598021776511753,0.7055652149560655,0.672648350230786,0.2815143342384856
190,0.0001,0.24528762132957063,0.7152683427426872,0.6711686213477319,0.27929225812767056
191,0.0001,0.2476680987867816,0.7185033911607562,0.668283089369285,0.28344957510716706
192,0.0001,0.25194475054740906,0.7120021249641867,0.6808915894572475,0.2816241983853656
193,0.0001,0.24689992851224438,0.7143908980033364,0.6698930949724021,0.29048939937597534
194,0.0001,0.24351934215118146,0.7211756106134277,0.669930380933425,0.282465229279906
195,0.0001,0.243426149775242,0.7183592471671745,0.6695911954430973,0.28760074349192766
196,0.0001,0.2383835444162632,0.72456911022827,0.6713732380826934,0.27836030344916424
197,0.0001,0.23807824017672702,0.718031326076149,0.6905729189640334,0.2644539369642427
198,0.0001,0.24206637925115124,0.7176929002045137,0.671543072752592,0.2795458415462152
199,0.0001,0.23755307752510596,0.7197673142988863,0.6698071370605662,0.28527976728357546
200,0.0001,0.23895009324468416,0.7163584193309211,0.6698537969789585,0.28585708481068284
201,0.0001,0.23432412589418478,0.7248172356746991,0.6743354446747724,0.2762011082699161
202,0.0001,0.2351560900951254,0.728061191317074,0.6791689090368127,0.27064634366995366
203,0.0001,0.2333047276940839,0.7277078160258483,0.6764266991815647,0.28151669726286427
204,0.0001,0.23336338071987547,0.7236019258456122,0.6715383770085183,0.2810537212200831
205,0.0001,0.2346624639527551,0.7275897095809959,0.6862210906854197,0.27505380809571844
206,0.0001,0.2341108337558549,0.7262424438742593,0.6759843049930925,0.2837528446390227
207,0.0001,0.2281886025749404,0.730555566084727,0.6757539941483185,0.28592550738059613
208,0.0001,0.22768341672831569,0.7353238004984146,0.6893029678769472,0.2708422901023472
209,0.0001,0.2324643263529087,0.7299147833172208,0.678704908415049,0.279871800212917
210,0.0001,0.22779096971298085,0.7264198170224812,0.675970714132325,0.2773956098561011
211,0.0001,0.22148844445573873,0.7320896524964627,0.6810746844075307,0.27252701718471484
212,0.0001,0.23181349552910904,0.7344195924316425,0.6791241444459483,0.274440350710844
213,0.0001,0.2206972179741695,0.744686928068146,0.6744593807629177,0.28281108384588555
214,0.0001,0.2213343520616663,0.7373416984810044,0.6720393715786332,0.27968559451145747
215,0.0001,0.21284268025694222,0.7454249399416575,0.6788430794948289,0.2791756967514953
216,0.0001,0.21689974593705144,0.7411584655404335,0.6738193871594277,0.2780294726785564
217,0.0001,0.22016028648820415,0.7392126082333379,0.6727887712606863,0.2828097676480978
218,0.0001,0.22006667585208498,0.7406052658892751,0.6838274878614089,0.26788767686927245
219,0.0001,0.22046478400970326,0.7375322848092611,0.6770480710919163,0.27636894751395047
220,0.0001,0.20917365417398256,0.747676654953547,0.6793422864264801,0.27502143279355007
221,0.0001,0.217853424877956,0.7432385190781543,0.6909277489205369,0.265388057025886
222,0.0001,0.21323873770648036,0.7468107995218564,0.6681488862558573,0.2855440778735695
223,0.0001,0.21104526828075276,0.7467793562183134,0.6733189640926713,0.2802043282823045
224,0.0001,0.21222896565651073,0.7486976647547782,0.6776281540133372,0.27854451586530776
225,0.0001,0.21510048929987283,0.744297263131527,0.6740277194175399,0.2816721584312458
226,0.0001,0.2130229442284025,0.7483960368228859,0.6868897711529451,0.2704449225086411
227,0.0001,0.20965932104094276,0.7483688282241433,0.6788748192186115,0.2758692535072322
228,0.0001,0.21174414661423913,0.7503514032288142,0.6768322196327338,0.2784911818560645
229,0.0001,0.20299199531818257,0.7516202356025472,0.6753552530993935,0.2765664087078145
230,0.0001,0.20190956058173343,0.7542730250767364,0.6712882879401455,0.283523699443995
231,0.0001,0.2026889755808074,0.7545911679926042,0.6793245788381881,0.27503192831992584
232,0.0001,0.2049004014196067,0.7509245130109184,0.675221498273,0.28128064283956394
233,0.0001,0.20653104216888032,0.7551557094940112,0.6740338907522314,0.27706035288524516
234,0.0001,0.20523020214047924,0.7496257428110418,0.6813837515205896,0.272056769027523
235,0.0001,0.2014075461132773,0.7512212749187434,0.6772432322261714,0.27597139785357094
236,0.0001,0.20222326496551776,0.7592838388636165,0.6847362037466354,0.2726532984330797
237,0.0001,0.199523879536267,0.7558077436144472,0.6752460814323746,0.28067746398878535
238,0.0001,0.20492160217515354,0.7453917149101292,0.6795581624287517,0.2738592306501921
239,0.0001,0.20053221079809913,0.7556470975361217,0.6744411527609625,0.2805512133348582
240,0.0001,0.1973632738508027,0.7581836487817522,0.676611854248688,0.2763375892743823
241,0.0001,0.19775116032567516,0.7610708409886686,0.6770586110964543,0.2766714690109054
242,0.0001,0.20000206602030787,0.7557324705173807,0.6762330391827751,0.27989978504327784
243,0.0001,0.1974742186480555,0.7628787573901143,0.6845554408906889,0.27087744410574066
244,0.0001,0.20085517599664884,0.7585329178760314,0.6728465852617216,0.2813548408106466
245,0.0001,0.20073680168595806,0.7541423476076241,0.6835493881161473,0.2726090450968139
246,0.0001,0.1922931218969411,0.7623789384025398,0.6832346340187457,0.27264394350032106
247,0.0001,0.1986900120973587,0.7556835075281315,0.6821286337716239,0.2723169889762307
248,0.0001,0.1943544128845478,0.7546458224161507,0.6749417240880117,0.2789053322037397
249,0.0001,0.19265625189090596,0.7620649987353298,0.6804305189797858,0.2761757065692813
250,0.0001,0.19555291893153354,0.765902549991443,0.6731415576293689,0.2812794951128101
251,0.0001,0.18978425141038566,0.763961524496646,0.6808767869692891,0.2775345944867714
252,0.0001,0.19046571850776672,0.7625966007214344,0.6794471675608339,0.28029973741485004
253,0.0001,0.19902444707936254,0.7612645812801694,0.6740052690025137,0.2805150666975824
254,0.0001,0.18716199952980567,0.7720589315737214,0.6753160487703916,0.2812304372280167
255,0.0001,0.19160606480877976,0.7630541855424203,0.6788563077189341,0.2784190849501908
256,0.0001,0.19007200773420005,0.7718740484459775,0.6727612464367843,0.2832010969618255
257,0.0001,0.192300114138373,0.7626207867957779,0.6818884400760427,0.276071337497138
258,0.0001,0.19395575235629903,0.7665819768370444,0.6840708681515285,0.2730545769781881
259,0.0001,0.19058519293522014,0.7604080891041063,0.6775374342413509,0.2798595481842058
260,0.0001,0.1925724354283563,0.7649895540996722,0.6858531376894783,0.2704819293320121
261,0.0001,0.18643127741484805,0.7717015463524665,0.6840181425839913,0.2730861904958905
262,0.0001,0.18975199913156443,0.7647794362311512,0.6808616959748148,0.27694246076022805
263,0.0001,0.18744390226643662,0.7663872086039302,0.6778952629626298,0.27849400099401234
264,0.0001,0.1870016815333531,0.7680609950547825,0.68089123082762,0.2775261480346205
265,0.0001,0.18302682504571718,0.7722859637190398,0.6754837306607672,0.2785474901974667
266,0.0001,0.18818245622618446,0.770880541767769,0.6800663962083704,0.27615548509691307
267,0.0001,0.18766637660306076,0.7678562319165098,0.6800296782445507,0.2761239127390281
268,0.0001,0.18217442724211463,0.7749002937805377,0.6796051183668506,0.27555858736045635
269,0.0001,0.1861016483142458,0.771615553897259,0.680692355171973,0.27617428662731114
270,0.0001,0.1836918443441391,0.7679594959022392,0.6791813704146057,0.2776031816644099
271,0.0001,0.1855321942732252,0.7670710378401889,0.6793728285476941,0.27550189543847586
272,0.0001,0.18672378463991757,0.7668635239049849,0.676855158906023,0.27859403378529546
273,0.0001,0.18219348891028042,0.7744386997445919,0.6783110494373226,0.2785332749582818
274,0.0001,0.18352186217390257,0.7723010112157671,0.6801788471326107,0.27548101734365193
275,0.0001,0.18696249661774472,0.7704602006940774,0.6800726376661733,0.2772790702267424
276,0.0001,0.18700200267906847,0.7686123760904591,0.681474042539837,0.27493983275230993
277,0.0001,0.18325183155207797,0.7729326852880655,0.6787133302007403,0.277419844327836
278,0.0001,0.18922438703734298,0.7671779055039396,0.6798721692141365,0.27674067738037217
279,0.0001,0.18820576780828938,0.7649789059053881,0.681825051287643,0.2745266716623397
280,0.0001,0.18530369010464898,0.7702954611917686,0.6812026024866504,0.273985116373047
281,0.0001,0.18154887135686545,0.776719175767333,0.6797205299890342,0.27662407059534666
282,0.0001,0.18302983764944405,0.7749911443313483,0.6812465932188916,0.2754794486536635
283,0.0001,0.17942316008025203,0.7795270019381716,0.6811224292306339,0.2756327970657806
284,0.0001,0.18279241950347505,0.7738763751724808,0.6780460311585114,0.2782062984053273
285,0.0001,0.18675632004080148,0.7688234538363191,0.680194606801041,0.27696090130473605
286,0.0001,0.18169743644780126,0.7743313484092108,0.680957787177142,0.27656832319095875
287,0.0001,0.18218036638251667,0.7703677435292572,0.678648442781272,0.2777897615560813
288,0.0001,0.17867460538601054,0.7760929752241242,0.6788038421077889,0.2782636669967018
289,0.0001,0.18282263597537732,0.7732672154086404,0.6816887575037339,0.27608389345869216
290,0.0001,0.18539623607849254,0.7702273636296963,0.6798591553664007,0.27806899702413873
291,0.0001,0.1804316300770332,0.7743664653801904,0.6804313564500889,0.2768585138211084
292,0.0001,0.17659660146154207,0.7792096692978467,0.679602406605953,0.27768429237824327
293,0.0001,0.1781225374032711,0.7776228572579249,0.6820744140809324,0.2747427850329044
294,0.0001,0.18384564590865168,0.7678275243260688,0.6797497908608252,0.2771678932410311
295,0.0001,0.18191117767629952,0.7780653874214443,0.6811981411541209,0.2766255041728763
296,0.0001,0.18366392856014185,0.7683729718814793,0.6812589218636521,0.2768388045974306
297,0.0001,0.17824009677459454,0.7740096417705532,0.682693426348582,0.2745745330626207
298,0.0001,0.1833411861082603,0.773596271411416,0.6796107091823546,0.27765434255662935
299,0.0001,0.1808233774941543,0.771556376971626,0.6808685800608467,0.2764319931627543
